SHA-1,仓库对象路径,字节大小,类型,Java1.20.1逻辑路径,Java1.20.1 Sound Event,解析状态
067fbe48fa274cd3c3e4066bfdee2841f095defb,06/067fbe48fa274cd3c3e4066bfdee2841f095defb,55826,ogg,minecraft/sounds/mob/warden/listening_angry_1.ogg,entity.warden.listening_angry,已由Minecraft Java 1.20.1 asset index解析
068150649374a1d09acd5367c9d766e3e3348359,06/068150649374a1d09acd5367c9d766e3e3348359,44368,ogg,minecraft/sounds/mob/allay/idle_with_item3.ogg,entity.allay.ambient_with_item,已由Minecraft Java 1.20.1 asset index解析
068cfc91284bf1472ee5c784b54211249e703c88,06/068cfc91284bf1472ee5c784b54211249e703c88,13752,ogg,minecraft/sounds/block/mud_bricks/break4.ogg,block.mud_bricks.break;block.mud_bricks.place,已由Minecraft Java 1.20.1 asset index解析
06ce29eac0d1426bd490afca4cb29d6ce91b8b42,06/06ce29eac0d1426bd490afca4cb29d6ce91b8b42,15303,ogg,minecraft/sounds/block/tuff/break2.ogg,block.tuff.break;block.tuff.place,已由Minecraft Java 1.20.1 asset index解析
06d087c7afeb3c26fe37cd38b247a7c91d2c58eb,06/06d087c7afeb3c26fe37cd38b247a7c91d2c58eb,34535,ogg,minecraft/sounds/mob/cat/hiss1.ogg,entity.cat.hiss,已由Minecraft Java 1.20.1 asset index解析
06dafda29984d98c81df8cd5edeca2e96599f1f4,06/06dafda29984d98c81df8cd5edeca2e96599f1f4,5218,ogg,minecraft/sounds/entity/itemframe/place3.ogg,entity.glow_item_frame.place;entity.item_frame.place,已由Minecraft Java 1.20.1 asset index解析
070f6bd78bcbf7a504a340870c713bfddbe030d6,07/070f6bd78bcbf7a504a340870c713bfddbe030d6,29990,ogg,minecraft/sounds/item/crossbow/loading_start.ogg,item.crossbow.loading_start,已由Minecraft Java 1.20.1 asset index解析
0714e023bd5b42e409b1aa12aee17376810282fe,07/0714e023bd5b42e409b1aa12aee17376810282fe,6371,ogg,minecraft/sounds/entity/shulker/hurt2.ogg,entity.shulker.hurt,已由Minecraft Java 1.20.1 asset index解析
072089b5c336cf62fc003f4b4a63c4740f4931df,07/072089b5c336cf62fc003f4b4a63c4740f4931df,22157,ogg,minecraft/sounds/ambient/weather/rain5.ogg,weather.rain,已由Minecraft Java 1.20.1 asset index解析
072397f08683ce80e7ab2511b19bbc8f4816f125,07/072397f08683ce80e7ab2511b19bbc8f4816f125,15128,ogg,minecraft/sounds/item/bottle/drink_honey1.ogg,item.honey_bottle.drink,已由Minecraft Java 1.20.1 asset index解析
07373cce0250d335443998231c8a9e3ef7531e9f,07/07373cce0250d335443998231c8a9e3ef7531e9f,13938,ogg,minecraft/sounds/block/chorus_flower/grow1.ogg,block.chorus_flower.grow,已由Minecraft Java 1.20.1 asset index解析
075d6480757c1595c5824fe3c88c3381b92d539d,07/075d6480757c1595c5824fe3c88c3381b92d539d,35245,ogg,minecraft/sounds/mob/phantom/death3.ogg,entity.phantom.death,已由Minecraft Java 1.20.1 asset index解析
075e1ea92d5564d7bdf267ae975044315a41a686,07/075e1ea92d5564d7bdf267ae975044315a41a686,7806,ogg,minecraft/sounds/mob/slime/attack1.ogg,entity.slime.attack,已由Minecraft Java 1.20.1 asset index解析
0760f75c8aca96e03e046c892e6b15276ee7991d,07/0760f75c8aca96e03e046c892e6b15276ee7991d,21844,ogg,minecraft/sounds/mob/fox/aggro2.ogg,entity.fox.aggro,已由Minecraft Java 1.20.1 asset index解析
078e5b192d732ebd9a5c2171782173e3ded20ace,07/078e5b192d732ebd9a5c2171782173e3ded20ace,78220,ogg,minecraft/sounds/ambient/nether/basalt_deltas/plode2.ogg,ambient.basalt_deltas.additions,已由Minecraft Java 1.20.1 asset index解析
